trial_number,block,n_back_level,sensory_condition,accuracy,reaction_time,participant_id,session
1,1,,,3.0,0.0,8,1
2,1,,,3.0,0.0,8,1
3,1,,,3.0,0.0,8,1
4,1,,,4.0,0.0,8,1
5,1,,,4.0,0.0,8,1
6,1,,,3.0,0.0,8,1
7,1,,,4.0,0.0,8,1
8,1,,,4.0,0.0,8,1
9,1,,,3.0,0.0,8,1
10,1,,,3.0,0.0,8,1
11,1,,,3.0,0.0,8,1
12,1,,,3.0,0.0,8,1
13,1,,,3.0,0.0,8,1
14,1,,,3.0,0.0,8,1
15,1,,,4.0,0.0,8,1
16,1,,,3.0,0.0,8,1
17,1,,,3.0,0.0,8,1
18,1,,,3.0,0.0,8,1
19,1,,,3.0,0.0,8,1
20,1,,,3.0,0.0,8,1
21,1,,,3.0,0.0,8,1
22,1,,,3.0,0.0,8,1
23,2,,,3.0,0.0,8,1
24,2,,,3.0,0.0,8,1
25,2,,,3.0,0.0,8,1
26,2,,,3.0,0.0,8,1
27,2,,,3.0,0.0,8,1
28,2,,,3.0,0.0,8,1
29,2,,,4.0,0.0,8,1
30,2,,,3.0,0.0,8,1
31,2,,,4.0,0.0,8,1
32,2,,,4.0,0.0,8,1
33,2,,,4.0,0.0,8,1
34,2,,,3.0,0.0,8,1
35,2,,,3.0,447.0,8,1
36,2,,,3.0,0.0,8,1
37,2,,,3.0,0.0,8,1
38,2,,,4.0,0.0,8,1
39,2,,,3.0,0.0,8,1
40,2,,,3.0,0.0,8,1
41,2,,,3.0,0.0,8,1
42,2,,,3.0,0.0,8,1
43,2,,,3.0,0.0,8,1
44,2,,,3.0,0.0,8,1
45,3,1.0,no_music,3.0,0.0,8,1
46,3,1.0,no_music,3.0,0.0,8,1
47,3,1.0,no_music,3.0,0.0,8,1
48,3,1.0,no_music,4.0,0.0,8,1
49,3,1.0,no_music,4.0,0.0,8,1
50,3,1.0,no_music,3.0,0.0,8,1
51,3,1.0,no_music,4.0,0.0,8,1
52,3,1.0,no_music,4.0,416.0,8,1
53,3,1.0,no_music,3.0,414.0,8,1
54,3,1.0,no_music,3.0,403.0,8,1
55,3,1.0,no_music,3.0,0.0,8,1
56,3,1.0,no_music,3.0,399.0,8,1
57,3,1.0,no_music,3.0,309.0,8,1
58,3,1.0,no_music,3.0,449.0,8,1
59,3,1.0,no_music,4.0,0.0,8,1
60,3,1.0,no_music,3.0,0.0,8,1
61,3,1.0,no_music,3.0,371.0,8,1
62,3,1.0,no_music,3.0,427.0,8,1
63,3,1.0,no_music,3.0,0.0,8,1
64,3,1.0,no_music,3.0,354.0,8,1
65,3,1.0,no_music,3.0,391.0,8,1
66,3,1.0,no_music,3.0,408.0,8,1
67,4,1.0,,3.0,0.0,8,1
68,4,1.0,,3.0,0.0,8,1
69,4,1.0,,3.0,0.0,8,1
70,4,1.0,,3.0,0.0,8,1
71,4,1.0,,3.0,0.0,8,1
72,4,1.0,,3.0,0.0,8,1
73,4,1.0,,4.0,0.0,8,1
74,4,1.0,,3.0,210.0,8,1
75,4,1.0,,4.0,0.0,8,1
76,4,1.0,,4.0,0.0,8,1
77,4,1.0,,4.0,0.0,8,1
78,4,1.0,,3.0,0.0,8,1
79,4,1.0,,3.0,0.0,8,1
80,4,1.0,,3.0,0.0,8,1
81,4,1.0,,3.0,0.0,8,1
82,4,1.0,,4.0,0.0,8,1
83,4,1.0,,3.0,0.0,8,1
84,4,1.0,,3.0,0.0,8,1
85,4,1.0,,3.0,0.0,8,1
86,4,1.0,,3.0,0.0,8,1
87,4,1.0,,3.0,0.0,8,1
88,4,1.0,,3.0,0.0,8,1
89,5,1.0,,3.0,0.0,8,1
90,5,1.0,,3.0,287.0,8,1
91,5,1.0,,3.0,334.0,8,1
92,5,1.0,,3.0,0.0,8,1
93,5,1.0,,3.0,0.0,8,1
94,5,1.0,,4.0,0.0,8,1
95,5,1.0,,3.0,0.0,8,1
96,5,1.0,,3.0,132.0,8,1
97,5,1.0,,3.0,0.0,8,1
98,5,1.0,,3.0,0.0,8,1
99,5,1.0,,3.0,0.0,8,1
100,5,1.0,,3.0,0.0,8,1
101,5,1.0,,3.0,0.0,8,1
102,5,1.0,,4.0,0.0,8,1
103,5,1.0,,3.0,0.0,8,1
104,5,1.0,,4.0,245.0,8,1
105,5,1.0,,3.0,0.0,8,1
106,5,1.0,,4.0,0.0,8,1
107,5,1.0,,4.0,0.0,8,1
108,5,1.0,,3.0,0.0,8,1
109,5,1.0,,3.0,0.0,8,1
110,5,1.0,,3.0,0.0,8,1
111,6,1.0,,3.0,0.0,8,1
112,6,1.0,,3.0,0.0,8,1
113,6,1.0,,3.0,0.0,8,1
114,6,1.0,,3.0,464.0,8,1
115,6,1.0,,3.0,0.0,8,1
116,6,1.0,,3.0,0.0,8,1
117,6,1.0,,3.0,0.0,8,1
118,6,1.0,,3.0,0.0,8,1
119,6,1.0,,4.0,0.0,8,1
120,6,1.0,,3.0,0.0,8,1
121,6,1.0,,4.0,0.0,8,1
122,6,1.0,,3.0,0.0,8,1
123,6,1.0,,4.0,0.0,8,1
124,6,1.0,,3.0,0.0,8,1
125,6,1.0,,3.0,0.0,8,1
126,6,1.0,,3.0,0.0,8,1
127,6,1.0,,3.0,0.0,8,1
128,6,1.0,,4.0,0.0,8,1
129,6,1.0,,3.0,0.0,8,1
130,6,1.0,,4.0,0.0,8,1
131,6,1.0,,3.0,0.0,8,1
132,6,1.0,,3.0,0.0,8,1
133,7,1.0,,3.0,0.0,8,1
134,7,1.0,,3.0,352.0,8,1
135,7,1.0,,3.0,0.0,8,1
136,7,1.0,,3.0,0.0,8,1
137,7,1.0,,3.0,0.0,8,1
138,7,1.0,,3.0,0.0,8,1
139,7,1.0,,4.0,0.0,8,1
140,7,1.0,,3.0,0.0,8,1
141,7,1.0,,3.0,0.0,8,1
142,7,1.0,,3.0,0.0,8,1
143,7,1.0,,3.0,0.0,8,1
144,7,1.0,,3.0,0.0,8,1
145,7,1.0,,4.0,0.0,8,1
146,7,1.0,,3.0,0.0,8,1
147,7,1.0,,3.0,0.0,8,1
148,7,1.0,,4.0,0.0,8,1
149,7,1.0,,3.0,0.0,8,1
150,7,1.0,,4.0,0.0,8,1
151,7,1.0,,4.0,0.0,8,1
152,7,1.0,,3.0,0.0,8,1
153,7,1.0,,3.0,55.0,8,1
154,7,1.0,,3.0,0.0,8,1
155,8,1.0,,3.0,0.0,8,1
156,8,1.0,,3.0,0.0,8,1
157,8,1.0,,3.0,0.0,8,1
158,8,1.0,,3.0,0.0,8,1
159,8,1.0,,4.0,440.0,8,1
